the_geom,nomdis,codbar,coddistrit,codbarrio,nombre,shape_area,shape_len,cartodb_id,created_at,updated_at
0106000020E61000000100000001030000000100000054000000ED9B87D86E180DC0A0722817043C4440DF16C56AA7120DC069D5AA42FB3B4440E40B237119120DC0670A92CFFB3B4440D0B41EA3C0110DC083F60014FD3B44401CB1D75C9B110DC06F17469CFD3B4440BA41689F32110DC00A46CCA9003C4440982105A39A100DC0269DE1FB043C44406619EC7C83100DC0817F25DB043C444051B872B944100DC0A13B2A82043C4440171414A9CA0C0DC0EB2E16A3FF3B4440373EBE6F7E0A0DC0FBCF5239FC3B44406D0624391D0A0DC04E666507FB3B4440717DE7B85D050DC015CF2917EC3B444089AF7A3817FD0CC0593380B3373B4440FD3C37A42DFF0CC0754CCEB5373B4440B52832EA87090DC0900C53C1373B4440796EE59BED100DC0391C8CDE383B4440838CA27B42150DC0BE0D4A78393B44400227577704170DC0DFFDC250393B4440D2A4E27220190DC03C635D4F393B4440A09EA409C9190DC035406D2D383B444094C6734A661A0DC03372F282363B4440BACB834CE91A0DC0728C6DAD343B4440F9820828861B0DC03FC80F08323B4440EC3132E6271C0DC0DD746E922E3B4440143BD574791C0DC0EC2E6A102C3B44406A779A82FC1C0DC0B79957DD263B444083F197D4FF1D0DC049200EA31B3B4440443B6B35C1210DC0631020FDF33A4440BE5EB8462D220DC0DDAF488AEE3A4440D2B0858F90220DC0D18F9F44E83A4440AE02B37F03230DC07AB94A6FE03A4440E408B18DF6230DC04A44BC02D03A4440F8719DD064250DC082BB3F42B53A44409DE5179C73260DC015B8C0109F3A44409CC428DEF8260DC01831FFBD933A44406578EF7C5F270DC0931AA24E8E3A44402CDF8AEFEC270DC0F78E59D2863A4440BF105DA1782E0DC0EC89CFA5823A44400DCF279C90310DC08C66447A833A4440812980CA56380DC0A2BDF2B1833A44400FEC5F0ED4390DC0012DEB74823A4440CE762D72983A0DC086208B48813A4440DC69392A343B0DC0137230057F3A4440AE6521BDD03B0DC00A1A97497C3A444055B66DFDBC3D0DC0B520A40FA03A44405ADCB1E85E3E0DC0A45571D4AB3A44407E8CC11B3A3F0DC03F4AE448BD3A44405CE642F1FF3F0DC02572A7BBCB3A4440386B0AC511400DC0046A6FA2CE3A444095435E905E480DC0C1DBF6E8283B444025403382FB450DC006F808684A3B4440E2AAA295FC450DC079060F4B513B44406CEFE78209460DC0133B6B74563B44401639B72D1C460DC0B82D93C05A3B4440E8635A2F4D460DC0445E027A603B44404B686E8B90460DC05ADAF97C683B44407A1AA153C1460DC00FB863C66C3B4440595DEF0A37430DC06C80DFBC9C3B444078922AAEB3420DC01E32E43BA23B4440788120E75F420DC0309D1122A53B444072F8C18988410DC017A1BE18AC3B4440E3582516A5400DC00641E57DB23B4440248C3CFFCB3F0DC0E86A3021B73B4440E925A7D0F73E0DC0E638851EBB3B444033351952213E0DC07794B228BE3B44407499FC20113D0DC0D7CC1738C13B44407ED8BEB2983B0DC07518A4ADC33B4440E81E8FC6EC380DC0F180867FC83B44403E487C330F380DC0594DD1C4C93B444062C0C9C2E1360DC08E5ABF13CC3B444026A2F1ADD0350DC060240735CE3B44401723AF3DEA340DC05ACC6027D03B444093E7BEFA5F340DC026E298E5D13B444045F56A1396330DC0BC8F0B37D53B44404705A0B58B300DC008C5DB17E23B444067DF41158E2A0DC00D55F876FB3B444003F121DD17270DC0DE37262D0A3C444064F61001DB230DC0C3B437EF173C444022A47B4682220DC0A319E54B093C4440DA34FAA64A1C0DC029142345083C444082DF32B7081B0DC083B1E90F083C44401775C4E3881A0DC0AAEFDD4C073C4440ED9B87D86E180DC0A0722817043C4440,Hortaleza,163,16,16-3,Canillas,2516980.05671,7532.64506667,103,2015-04-22 00:00:00+00,2015-04-22 00:00:00+00
0106000020E6100000010000000103000000010000009B000000ED1222D60EBF0CC0E5F46E379B3944408FDF9EFEF9BE0CC00A9C0D2D9B394440E83DA463F8BE0CC04FB1F6309B394440C9320F9319B30CC0D485EA6B98394440808FD9EE99A80CC097544FF795394440173B1DAEC7960CC06EFC7FC7913944407EFF1D8FED7D0CC0BAC806E88B3944408C5C1DC009760CC072A0872288394440A006F63CE7710CC017D2D3CC833944404FC818437C6D0CC03C1BFA967C39444068BDB06250680CC01F3EACF772394440916337BEE8600CC02B141C05663944403DEC0B477E570CC0D521CCA454394440576A047045510CC05EC64A894939444050AEF00B0B4D0CC0A3B02C5041394440167D333EDC4B0CC05B10BB973D3944409E8AF801A84A0CC00B7D63F538394440A2560A3758480CC0FD287EC12E394440A0DD1233BA470CC01E0683672C394440D65D47EE14470CC09899F0612A3944405A66776D7E460CC0B884BE3E29394440794F88AB07460CC002EDA1D4283944404BF730198A450CC080B380CC283944400761111DEE440CC0D64E614C293944408A741017C5430CC05C7FA2A32B39444070473E4AE3400CC057680E2637394440549F6A3AE3400CC081920F2637394440E791CBA6CA3F0CC03D11AC21333944400754F6F9D63F0CC015FFE8CF32394440FC48D4D311400CC0083FE6473139444073B8F0580D430CC0F7FBF24925394440E8EACB0045430CC01D10F16924394440F4EDA2C3E7430CC05AE329C42139444041C4ED6E50440CC0989715C6203944406ED96F54DB440CC0202EA8991F3944407498D3CF2B450CC058F8D8FE1E3944409A8760304B450CC09E6B58C21E3944405B9CA32460450CC0D6603DB91E394440ECEBE377BE450CC06D8748901E394440B12AD81833460CC0207359421F39444023E3107E8D460CC0B986C9CC1F394440726527EF18470CC09F2F9EFA20394440672D652D59470CC0E99C7785213944404E6D6D24FC470CC07C0A117222394440D6D3E4E3B1480CC020A58A3326394440D8D3314675480CC0401345C51A394440DD653144A9470CC0C92A0054F4384440E006C12029480CC0493FE3FCF03844406A4C5FB1E0480CC044701830EC3844400BA79586A94E0CC07E40B71CF6384440CDBFC281C54D0CC06DFE7F34DF384440951304A36A530CC072558C66E9384440A66D67D69E530CC0D483C190E938444056A02EF1AA530CC0EF3F8991E6384440AEC6E6F5FE530CC06880858ACB384440B4BF7EF3B1540CC06E5996C0C8384440059B7DFE965C0CC0C2BF56A5A73844402D182216D8650CC04E2DA63C953844403338D45D84660CC05BE1D62A9438444097FAE1D543670CC0C17381CD92384440E07155428F670CC0301B02DF91384440828D04A47C680CC05EDC23EF8E3844404EC70E36DD680CC0F0B3AB8D8D38444079A80160076A0CC0F48EDE4B8938444053234F921B6B0CC0BC20826B84384440FDDF1B89DC6C0CC03CB778227B38444043419375D26E0CC0AA4CC7886C384440F9DE831A7B700CC08365444F60384440695E7D6ABB700CC0775D02945E38444064D060263D710CC0A8E5DA155B38444047346A0AAD710CC03C19A8C5573844405534324017730CC0FBC1B80A4D3844402E257BEB67730CC0D5F12EA74A3844400043119AB8750CC021B93EF23938444073007BD687770CC024DEF91E2C3844404B2BD093DE770CC0A87F2AD9293844409111D7304F780CC0629E0FE526384440B998698E0B790CC042FE88FE1E384440CE8479E3DD790CC0303677EE1B384440A26661D5DD7A0CC0746A540216384440F46EE66F3D7B0CC043505B641438444081980CED717B0CC01E5B5A81133844408EA0F5B6737B0CC04E2BA879133844401E440155747B0CC05AFA1878133844400F08B3BC247C0CC0B7DA586F113844405862CB27137D0CC0DD4B54030F3844400818E5A24B7E0CC0CD30497E0E384440C6C2880DCA7E0CC0E1418E7D0E38444015DB04FE8F7F0CC0A7304F7D0E3844405A971F2017800CC00BB0667D0E384440EFFB8915BF800CC01BC2327D0E3844404E68A6CFE3810CC06C9388801038444061F5AAF809830CC0F1BFD4AA11384440AAD5715253830CC0599A90631238444012869966658D0CC0EB090DD31B384440E081FDE9D08F0CC0ABF709EC1D384440668ED6E570950CC0DFAA5272223844405703E5C5B4960CC05CBC2FE323384440DE8FEB7D76970CC0221BDA1E25384440E67CACF8C1980CC08C0403D8283844407E8309B4AC990CC03460D6FE2C3844406CB2D891639A0CC09AA43E2531384440DBA185E33E9B0CC0144F1C6837384440AB4FEA06E39B0CC0139360EC3C384440222219E1969C0CC00926516D43384440B660A808AA9D0CC06FDC8AD44D38444067437A74609E0CC0FD455705553844403E8149E587A00CC0BAE538FC6838444005428D46F9A10CC045FCCEDA733844406CBAFD8EBCA20CC0DE04DAC378384440872B87B07EA30CC09FCAE57A7C384440455DA62F04A40CC067FFAA797E384440EAA65661CDA40CC055C7B8F2803844409333E1B8B4A50CC0C1BAB2D08238444077969D52A5A60CC0DB6D572184384440460EA13107A70CC091604CA5843844406E54B78CCDA80CC0DA477027873844404DB5AEF8C4AA0CC07F98ADF589384440763E279AE7AE0CC0A239DEDA8F384440C3DF051B12BB0CC031EE82BCA1384440F793CD8516BC0CC01325FACDA23844406AE08871A8BC0CC02F968E67A33844401C2A1C84BEBE0CC032A62378A6384440F3D865FB93BF0CC09B0A0CC3A73844400CDA20F2C0C00CC020D3F4A3A9384440980E2483D2C10CC0861CA051AC384440D301B86D96C20CC034A753FAAE3844402550E25466C30CC0E6483DE6B238444088D30BEF12C40CC0CE151D41B73844401867600EA2C40CC061FD7EAABB384440B97DE79F10C50CC0E5FCB162BF384440CAB621557EC50CC0FFBB1D93C3384440A5C982CF52C60CC0900C14DACB3844406CEB235123C80CC086B9EB6EDE3844400B5DC862C6C90CC0DFB3B93CEF384440C85932A2B3CB0CC0646698F902394440BB306C1286CD0CC085DD7E80153944401EE4EEF48CCE0CC06DA0F6F91F394440DC4425B6FCCE0CC071DC769524394440D9085C1F38D00CC0C845AB5332394440C43ADBFAB5D00CC00FE0EAB1383944401E5C6437FBD00CC034292C8A3C394440872DDCBDA6D10CC0F4D3451747394440193A2D0217D20CC043DA74B04F39444079409E8589D20CC02EAE58295A394440EE09518CD3D20CC0A6D914F662394440171541E434D30CC028051402713944409967AE8262D30CC09D1204E57A39444086AF32058ED30CC0006F627586394440162A0B28BFD30CC0E2045AE995394440419E0554E5CE0CC0E28DA4A99D3944402AB48659F9CB0CC078B27F1D9F394440FA946FE4D8C60CC05C2A03EF9E394440C9A85F1DC5C30CC0982F4B779D394440ED1222D60EBF0CC0E5F46E379B394440,San Blas - Canillejas,206,20,20-6,Rejas,5011410.1698,13376.4151673,121,2015-04-22 00:00:00+00,2015-04-22 00:00:00+00
